Grid Points,_,_,_
0.60000000000000009,-0.066666666666666652,-1.0,0.81016939299020985
0.73333333333333339,-0.066666666666666652,-1.0,0.91665412766318233
0.8666666666666667,-0.066666666666666652,-1.0,1.0231388623361548
1.0,-0.066666666666666652,-1.0,1.1296235970091271
-1.0,0.066666666666666652,-1.0,0.78949516787524654
-0.8666666666666667,0.066666666666666652,-1.0,0.70925316478830702
-0.73333333333333339,0.066666666666666652,-1.0,0.62901116170136728
-0.59999999999999998,0.066666666666666652,-1.0,0.54876915861442754
-0.46666666666666667,0.066666666666666652,-1.0,0.46852715552748792
-0.33333333333333337,0.066666666666666652,-1.0,0.39033801840778065
-0.19999999999999996,0.066666666666666652,-1.0,0.34109021080081925
-0.066666666666666652,0.066666666666666652,-1.0,0.34040688998511359
0.066666666666666652,0.066666666666666652,-1.0,0.38854436702914991
0.19999999999999996,0.066666666666666652,-1.0,0.47075700218518651
0.33333333333333326,0.066666666666666652,-1.0,0.57240378102771361
0.46666666666666656,0.066666666666666652,-1.0,0.67888851570068609
0.60000000000000009,0.066666666666666652,-1.0,0.78537325037365857
0.73333333333333339,0.066666666666666652,-1.0,0.89185798504663116
0.8666666666666667,0.066666666666666652,-1.0,0.99834271971960364
1.0,0.066666666666666652,-1.0,1.1048274543925758
-1.0,0.19999999999999996,-1.0,0.75735803539010571
-0.8666666666666667,0.19999999999999996,-1.0,0.67713762683477086
-0.73333333333333339,0.19999999999999996,-1.0,0.59700182310690897
-0.59999999999999998,0.19999999999999996,-1.0,0.51689897081473246
-0.46666666666666667,0.19999999999999996,-1.0,0.43684719683717188
-0.33333333333333337,0.19999999999999996,-1.0,0.35720373969626412
-0.19999999999999996,0.19999999999999996,-1.0,0.30261076475008414
-0.066666666666666652,0.19999999999999996,-1.0,0.30184034486433498
0.066666666666666652,0.19999999999999996,-1.0,0.35524282989043726
0.19999999999999996,0.19999999999999996,-1.0,0.4436698075651162
0.33333333333333326,0.19999999999999996,-1.0,0.5485831322522351
0.46666666666666656,0.19999999999999996,-1.0,0.65490927606215643
0.60000000000000009,0.19999999999999996,-1.0,0.76127975422284111
0.73333333333333339,0.19999999999999996,-1.0,0.86767826176738294
0.8666666666666667,0.19999999999999996,-1.0,0.97409561395916966
1.0,0.19999999999999996,-1.0,1.0805262429770335
-1.0,0.33333333333333326,-1.0,0.74185665384186728
-0.8666666666666667,0.33333333333333326,-1.0,0.6629181073128132
-0.73333333333333339,0.33333333333333326,-1.0,0.58535207307707005
-0.59999999999999998,0.33333333333333326,-1.0,0.50861698755237517
-0.46666666666666667,0.33333333333333326,-1.0,0.43315469374911747
-0.33333333333333337,0.33333333333333326,-1.0,0.35976700171880593
-0.19999999999999996,0.33333333333333326,-1.0,0.30578334286389053
-0.066666666666666652,0.33333333333333326,-1.0,0.30502093636044986
0.066666666666666652,0.33333333333333326,-1.0,0.35794922268242335
0.19999999999999996,0.33333333333333326,-1.0,0.44583974248069458
0.33333333333333326,0.33333333333333326,-1.0,0.54660286880367892
0.46666666666666656,0.33333333333333326,-1.0,0.64919687439953289
0.60000000000000009,0.33333333333333326,-1.0,0.75287214366888422
0.73333333333333339,0.33333333333333326,-1.0,0.85723645812097016
0.8666666666666667,0.33333333333333326,-1.0,0.9620656022266556
1.0,0.33333333333333326,-1.0,1.0672226095245712
-1.0,0.46666666666666656,-1.0,0.75011129273228494
-0.8666666666666667,0.46666666666666656,-1.0,0.67433769471179228
-0.73333333333333339,0.46666666666666656,-1.0,0.60265145838744005
-0.59999999999999998,0.46666666666666656,-1.0,0.53340771666953923
-0.46666666666666667,0.46666666666666656,-1.0,0.46769259372746486
-0.33333333333333337,0.46666666666666656,-1.0,0.40721798876184767
-0.19999999999999996,0.46666666666666656,-1.0,0.36192428235606983
-0.066666666666666652,0.46666666666666656,-1.0,0.36128036897144866
0.066666666666666652,0.46666666666666656,-1.0,0.40695623770239914
0.19999999999999996,0.46666666666666656,-1.0,0.48504935017233131
0.33333333333333326,0.46666666666666656,-1.0,0.57445272988879781
0.46666666666666656,0.46666666666666656,-1.0,0.66887742007600337
0.60000000000000009,0.46666666666666656,-1.0,0.76646987203354244
0.73333333333333339,0.46666666666666656,-1.0,0.86615998742694544
0.8666666666666667,0.46666666666666656,-1.0,0.96729942641383004
1.0,0.46666666666666656,-1.0,1.0694770845129637
-1.0,0.60000000000000009,-1.0,0.78136941562560736
-0.8666666666666667,0.60000000000000009,-1.0,0.71016061154745913
-0.73333333333333339,0.60000000000000009,-1.0,0.64658052036511948
-0.59999999999999998,0.60000000000000009,-1.0,0.58709641674652135
-0.46666666666666667,0.60000000000000009,-1.0,0.53308122637773514
-0.33333333333333337,0.60000000000000009,-1.0,0.48636050764323402
-0.19999999999999996,0.60000000000000009,-1.0,0.45169732686883629
-0.066666666666666652,0.60000000000000009,-1.0,0.45118155319742653
0.066666666666666652,0.60000000000000009,-1.0,0.48852294556795151
0.19999999999999996,0.60000000000000009,-1.0,0.55241735637948308
0.33333333333333326,0.60000000000000009,-1.0,0.62817766680176934
0.46666666666666656,0.60000000000000009,-1.0,0.71184789382597691
0.60000000000000009,0.60000000000000009,-1.0,0.8009529725628034
0.73333333333333339,0.60000000000000009,-1.0,0.89386906312202608
0.8666666666666667,0.60000000000000009,-1.0,0.98952318678889661
1.0,0.60000000000000009,-1.0,1.0871928852856816
-1.0,0.73333333333333339,-1.0,0.83304557583679739
-0.8666666666666667,0.73333333333333339,-1.0,0.76697879831476456
-0.73333333333333339,0.73333333333333339,-1.0,0.71222876697939075
-0.59999999999999998,0.73333333333333339,-1.0,0.66269636417354283
-0.46666666666666667,0.73333333333333339,-1.0,0.61962947297840132
-0.33333333333333337,0.73333333333333339,-1.0,0.58445911285303698
-0.19999999999999996,0.73333333333333339,-1.0,0.55913086088813224
-0.066666666666666652,0.73333333333333339,-1.0,0.55871427263199003
0.066666666666666652,0.73333333333333339,-1.0,0.58903613810014777
0.19999999999999996,0.73333333333333339,-1.0,0.63909858289276034
0.33333333333333326,0.73333333333333339,-1.0,0.70186068614781294
0.46666666666666656,0.73333333333333339,-1.0,0.77424017223402342
0.60000000000000009,0.73333333333333339,-1.0,0.85379462593694544
0.73333333333333339,0.73333333333333339,-1.0,0.93870159246343743
0.8666666666666667,0.73333333333333339,-1.0,1.0276351947771762
1.0,0.73333333333333339,-1.0,1.119636327042314
-1.0,0.8666666666666667,-1.0,0.90163587701631265
-0.8666666666666667,0.8666666666666667,-1.0,0.84097491066385233
-0.73333333333333339,0.8666666666666667,-1.0,0.79422863325907156
-0.59999999999999998,0.8666666666666667,-1.0,0.75364222134862902
-0.46666666666666667,0.8666666666666667,-1.0,0.71974414330984837
-0.33333333333333337,0.8666666666666667,-1.0,0.69351584262882449
-0.19999999999999996,0.8666666666666667,-1.0,0.67585085207042384
-0.066666666666666652,0.8666666666666667,-1.0,0.67551020606301793
0.066666666666666652,0.8666666666666667,-1.0,0.69922561155079943
0.19999999999999996,0.8666666666666667,-1.0,0.73832178701519713
0.33333333333333326,0.8666666666666667,-1.0,0.78993649361881346
0.46666666666666656,0.8666666666666667,-1.0,0.85179707921370795
0.60000000000000009,0.8666666666666667,-1.0,0.92184318720700476
0.73333333333333339,0.8666666666666667,-1.0,0.99835337274918856
0.8666666666666667,0.8666666666666667,-1.0,1.0799546515461371
1.0,0.8666666666666667,-1.0,1.1655782424828214
-1.0,1.0,-1.0,0.98360822159040795
-0.8666666666666667,1.0,-1.0,0.92831927655486279
-0.73333333333333339,1.0,-1.0,0.88806209548792103
-0.59999999999999998,1.0,-1.0,0.85505121641220649
-0.46666666666666667,1.0,-1.0,0.82852183921270217
-0.33333333333333337,1.0,-1.0,0.80911176702332854
-0.19999999999999996,1.0,-1.0,0.79734109585398638
-0.066666666666666652,1.0,-1.0,0.79750583235966355
0.066666666666666652,1.0,-1.0,0.81502106672698016
0.19999999999999996,1.0,-1.0,0.84568381987988628
0.33333333333333326,1.0,-1.0,0.88813338223559302
0.46666666666666656,1.0,-1.0,0.94077557552934954
0.60000000000000009,1.0,-1.0,1.0020052194577982
0.73333333333333339,1.0,-1.0,1.0703495847458011
0.8666666666666667,1.0,-1.0,1.1445348420852437
1.0,1.0,-1.0,1.2234989878890072
-1.0,-1.0,-0.8666666666666667,0.9758351612677737
-0.8666666666666667,-1.0,-0.8666666666666667,0.8977738132940194
-0.73333333333333339,-1.0,-0.8666666666666667,0.82013348658939456
-0.59999999999999998,-1.0,-0.8666666666666667,0.74304616944902968
-0.46666666666666667,-1.0,-0.8666666666666667,0.66901392079490107
-0.33333333333333337,-1.0,-0.8666666666666667,0.61319069949848792
-0.19999999999999996,-1.0,-0.8666666666666667,0.583079409035407
-0.066666666666666652,-1.0,-0.8666666666666667,0.58267994309592397
0.066666666666666652,-1.0,-0.8666666666666667,0.61205048034211584
0.19999999999999996,-1.0,-0.8666666666666667,0.66727147432159561
0.33333333333333326,-1.0,-0.8666666666666667,0.74259828033410658
0.46666666666666656,-1.0,-0.8666666666666667,0.83259158476565476
0.60000000000000009,-1.0,-0.8666666666666667,0.93294696297923063
0.73333333333333339,-1.0,-0.8666666666666667,1.0368140781331068
0.8666666666666667,-1.0,-0.8666666666666667,1.1411638037260843
1.0,-1.0,-0.8666666666666667,1.2458748808331086
-1.0,-0.8666666666666667,-0.8666666666666667,0.92295074300147184
-0.8666666666666667,-0.8666666666666667,-0.8666666666666667,0.84312659382314847
-0.73333333333333339,-0.8666666666666667,-0.8666666666666667,0.76339006447260582
-0.59999999999999998,-0.8666666666666667,-0.8666666666666667,0.68377180841122931
-0.46666666666666667,-0.8666666666666667,-0.8666666666666667,0.60510059417696427
-0.33333333333333337,-0.8666666666666667,-0.8666666666666667,0.54274297490376966
-0.19999999999999996,-0.8666666666666667,-0.8666666666666667,0.50847684322595099
-0.066666666666666652,-0.8666666666666667,-0.8666666666666667,0.50801871908643126
0.066666666666666652,-0.8666666666666667,-0.8666666666666667,0.54145442406814248
0.19999999999999996,-0.8666666666666667,-0.8666666666666667,0.60317354326865558
0.33333333333333326,-0.8666666666666667,-0.8666666666666667,0.68557954229332252
0.46666666666666656,-0.8666666666666667,-0.8666666666666667,0.78216101275794447
0.60000000000000009,-0.8666666666666667,-0.8666666666666667,0.88719877680394987
0.73333333333333339,-0.8666666666666667,-0.8666666666666667,0.99319396147499084
0.8666666666666667,-0.8666666666666667,-0.8666666666666667,1.099283775053145
1.0,-0.8666666666666667,-0.8666666666666667,1.205443233220274
-1.0,-0.73333333333333339,-0.8666666666666667,0.88565572301128948
-0.8666666666666667,-0.73333333333333339,-0.8666666666666667,0.80541371992434974
-0.73333333333333339,-0.73333333333333339,-0.8666666666666667,0.72517171683741022
-0.59999999999999998,-0.73333333333333339,-0.8666666666666667,0.64492971375047059
-0.46666666666666667,-0.73333333333333339,-0.8666666666666667,0.5647191363516908
-0.33333333333333337,-0.73333333333333339,-0.8666666666666667,0.49732374837310778
-0.19999999999999996,-0.73333333333333339,-0.8666666666666667,0.45968431992565584
-0.066666666666666652,-0.73333333333333339,-0.8666666666666667,0.45917751777575377
0.066666666666666652,-0.73333333333333339,-0.8666666666666667,0.49591719795894162
0.19999999999999996,-0.73333333333333339,-0.8666666666666667,0.56265379869663124
0.33333333333333326,-0.73333333333333339,-0.8666666666666667,0.65021556633135569
0.46666666666666656,-0.73333333333333339,-0.8666666666666667,0.75135665550191133
0.60000000000000009,-0.73333333333333339,-0.8666666666666667,0.85783542615655661
0.73333333333333339,-0.73333333333333339,-0.8666666666666667,0.9643201608295292
0.8666666666666667,-0.73333333333333339,-0.8666666666666667,1.0708048955025016
1.0,-0.73333333333333339,-0.8666666666666667,1.1772896301754738
-1.0,-0.59999999999999998,-0.8666666666666667,0.8527501303558338
-0.8666666666666667,-0.59999999999999998,-0.8666666666666667,0.77250812726889428
-0.73333333333333339,-0.59999999999999998,-0.8666666666666667,0.69226612418195466
-0.59999999999999998,-0.59999999999999998,-0.8666666666666667,0.61202412109501492
-0.46666666666666667,-0.59999999999999998,-0.8666666666666667,0.53178211800807518
-0.33333333333333337,-0.59999999999999998,-0.8666666666666667,0.459967739504896
-0.19999999999999996,-0.59999999999999998,-0.8666666666666667,0.41898578099367317
-0.066666666666666652,-0.59999999999999998,-0.8666666666666667,0.41842968766576322
0.066666666666666652,-0.59999999999999998,-0.8666666666666667,0.45844659222292589
0.19999999999999996,-0.59999999999999998,-0.8666666666666667,0.52992330376868191
0.33333333333333326,-0.59999999999999998,-0.8666666666666667,0.6221090687242643
0.46666666666666656,-0.59999999999999998,-0.8666666666666667,0.72655454886703297
0.60000000000000009,-0.59999999999999998,-0.8666666666666667,0.83303928354000545
0.73333333333333339,-0.59999999999999998,-0.8666666666666667,0.93952401821297793
0.8666666666666667,-0.59999999999999998,-0.8666666666666667,1.0460087528859503
1.0,-0.59999999999999998,-0.8666666666666667,1.1524934875589226
-1.0,-0.46666666666666667,-0.8666666666666667,0.81984453770037835
-0.8666666666666667,-0.46666666666666667,-0.8666666666666667,0.73960253461343872
-0.73333333333333339,-0.46666666666666667,-0.8666666666666667,0.65936053152649909
-0.59999999999999998,-0.46666666666666667,-0.8666666666666667,0.57911852843955924
-0.46666666666666667,-0.46666666666666667,-0.8666666666666667,0.49887652535261956
-0.33333333333333337,-0.46666666666666667,-0.8666666666666667,0.42332609830713697
-0.19999999999999996,-0.46666666666666667,-0.8666666666666667,0.37839628539082948
-0.066666666666666652,-0.46666666666666667,-0.8666666666666667,0.37778044899487323
0.066666666666666652,-0.46666666666666667,-0.8666666666666667,0.42167279025746196
0.19999999999999996,-0.46666666666666667,-0.8666666666666667,0.49845097251366105
0.33333333333333326,-0.46666666666666667,-0.8666666666666667,0.59552863702064829
0.46666666666666656,-0.46666666666666667,-0.8666666666666667,0.70175840625048136
0.60000000000000009,-0.46666666666666667,-0.8666666666666667,0.80824314092345417
0.73333333333333339,-0.46666666666666667,-0.8666666666666667,0.91472787559642665
0.8666666666666667,-0.46666666666666667,-0.8666666666666667,1.0212126102693988
1.0,-0.46666666666666667,-0.8666666666666667,1.1276973449423715
-1.0,-0.33333333333333337,-0.8666666666666667,0.78693894504492268
-0.8666666666666667,-0.33333333333333337,-0.8666666666666667,0.70669694195798272
-0.73333333333333339,-0.33333333333333337,-0.8666666666666667,0.62645493887104342
-0.59999999999999998,-0.33333333333333337,-0.8666666666666667,0.54621293578410368
-0.46666666666666667,-0.33333333333333337,-0.8666666666666667,0.465970932697164
-0.33333333333333337,-0.33333333333333337,-0.8666666666666667,0.3876014745379302
-0.19999999999999996,-0.33333333333333337,-0.8666666666666667,0.33795512476305517
-0.066666666666666652,-0.33333333333333337,-0.8666666666666667,0.3372654521275521
0.066666666666666652,-0.33333333333333337,-0.8666666666666667,0.3857951005385471
0.19999999999999996,-0.33333333333333337,-0.8666666666666667,0.46849043699508813
0.33333333333333326,-0.33333333333333337,-0.8666666666666667,0.57047752896095794
0.46666666666666656,-0.33333333333333337,-0.8666666666666667,0.67696226363393019
0.60000000000000009,-0.33333333333333337,-0.8666666666666667,0.78344699830690279
0.73333333333333339,-0.33333333333333337,-0.8666666666666667,0.88993173297987516
0.8666666666666667,-0.33333333333333337,-0.8666666666666667,0.99641646765284764
1.0,-0.33333333333333337,-0.8666666666666667,1.1029012023258202
-1.0,-0.19999999999999996,-0.8666666666666667,0.75412297112429072
-0.8666666666666667,-0.19999999999999996,-0.8666666666666667,0.67379134930252726
-0.73333333333333339,-0.19999999999999996,-0.8666666666666667,0.59354934621558753
-0.59999999999999998,-0.19999999999999996,-0.8666666666666667,0.51330734312864801
-0.46666666666666667,-0.19999999999999996,-0.8666666666666667,0.43306534004170827
-0.33333333333333337,-0.19999999999999996,-0.8666666666666667,0.35307233544041089
-0.19999999999999996,-0.19999999999999996,-0.8666666666666667,0.2977227524778388
-0.066666666666666652,-0.19999999999999996,-0.8666666666666667,0.29693965075107492
0.066666666666666652,-0.19999999999999996,-0.8666666666666667,0.35108835154262219
0.19999999999999996,-0.19999999999999996,-0.8666666666666667,0.44035038383679975
0.33333333333333326,-0.19999999999999996,-0.8666666666666667,0.54568138634440633
0.46666666666666656,-0.19999999999999996,-0.8666666666666667,0.65216612101737892
0.60000000000000009,-0.19999999999999996,-0.8666666666666667,0.7586508556903514
0.73333333333333339,-0.19999999999999996,-0.8666666666666667,0.86513559036332388
0.8666666666666667,-0.19999999999999996,-0.8666666666666667,0.97162032503629647
1.0,-0.19999999999999996,-0.8666666666666667,1.0781050597092685
-1.0,-0.066666666666666652,-0.8666666666666667,0.72204695363192095
-0.8666666666666667,-0.066666666666666652,-0.8666666666666667,0.64088575664707159
-0.73333333333333339,-0.066666666666666652,-0.8666666666666667,0.56064375356013207
-0.59999999999999998,-0.066666666666666652,-0.8666666666666667,0.48040175047319233
-0.46666666666666667,-0.066666666666666652,-0.8666666666666667,0.4001597473862526
-0.33333333333333337,-0.066666666666666652,-0.8666666666666667,0.31991774429931297
-0.19999999999999996,-0.066666666666666652,-0.8666666666666667,0.25779693901534806
-0.066666666666666652,-0.066666666666666652,-0.8666666666666667,0.25689215755034839
0.066666666666666652,-0.066666666666666652,-0.8666666666666667,0.31793624362695505
0.19999999999999996,-0.066666666666666652,-0.8666666666666667,0.41440050905488285
0.33333333333333326,-0.066666666666666652,-0.8666666666666667,0.52088524372785516
0.46666666666666656,-0.066666666666666652,-0.8666666666666667,0.62736997840082764
0.60000000000000009,-0.066666666666666652,-0.8666666666666667,0.73385471307380024
0.73333333333333339,-0.066666666666666652,-0.8666666666666667,0.84033944774677272
0.8666666666666667,-0.066666666666666652,-0.8666666666666667,0.94682418241974486
1.0,-0.066666666666666652,-0.8666666666666667,1.0533089170927175
-1.0,0.066666666666666652,-0.8666666666666667,0.69093950846241325
-0.8666666666666667,0.066666666666666652,-0.8666666666666667,0.60798016399161625
-0.73333333333333339,0.066666666666666652,-0.8666666666666667,0.52773816090467629
-0.59999999999999998,0.066666666666666652,-0.8666666666666667,0.44749615781773666
-0.46666666666666667,0.066666666666666652,-0.8666666666666667,0.36725415473079703
-0.33333333333333337,0.066666666666666652,-0.8666666666666667,0.28701215164385718
-0.19999999999999996,0.066666666666666652,-0.8666666666666667,0.21834591734612288
-0.066666666666666652,0.066666666666666652,-0.8666666666666667,0.21727691655330045
0.066666666666666652,0.066666666666666652,-0.8666666666666667,0.28687825443497
0.19999999999999996,0.066666666666666652,-0.8666666666666667,0.38960436643833146
0.33333333333333326,0.066666666666666652,-0.8666666666666667,0.49608910111130394
0.46666666666666656,0.066666666666666652,-0.8666666666666667,0.60257383578427615
0.60000000000000009,0.066666666666666652,-0.8666666666666667,0.70905857045724863
0.73333333333333339,0.066666666666666652,-0.8666666666666667,0.81554330513022122
0.8666666666666667,0.066666666666666652,-0.8666666666666667,0.9220280398031937
1.0,0.066666666666666652,-0.8666666666666667,1.0285127744761662
-1.0,0.19999999999999996,-0.8666666666666667,0.66093740920964605
-0.8666666666666667,0.19999999999999996,-0.8666666666666667,0.57507457133616047
-0.73333333333333339,0.19999999999999996,-0.8666666666666667,0.49483256824922078
-0.59999999999999998,0.19999999999999996,-0.8666666666666667,0.41459056516228121
-0.46666666666666667,0.19999999999999996,-0.8666666666666667,0.33434856207534136
-0.33333333333333337,0.19999999999999996,-0.8666666666666667,0.25410655898840179
-0.19999999999999996,0.19999999999999996,-0.8666666666666667,0.17968269507966281
-0.066666666666666652,0.19999999999999996,-0.8666666666666667,0.17838214528444551
0.066666666666666652,0.19999999999999996,-0.8666666666666667,0.25866979753544189
0.19999999999999996,0.19999999999999996,-0.8666666666666667,0.36480822382178019
0.33333333333333326,0.19999999999999996,-0.8666666666666667,0.4712929584947525
0.46666666666666656,0.19999999999999996,-0.8666666666666667,0.57777769316772498
0.60000000000000009,0.19999999999999996,-0.8666666666666667,0.68426242784069735
