-0.842139,-1.84315,-1.54818
-0.842139,-1.84315,1.54818
0.842139,-1.84315,-1.54818
0.842139,-1.84315,1.54818
0.842139,1.84315,-1.54818
0.842139,1.84315,1.54818
-0.842139,1.84315,-1.54818
-0.842139,1.84315,1.54818
-0.842139,-1.84315,-1.44497
-0.842139,-1.74075,-1.44497
-0.842139,-1.74075,-1.54818
-0.736869,-1.84315,-1.54818
-0.736873,-1.84315,-1.44496
-0.73687,-1.74075,-1.54818
-0.842139,-1.84315,1.44496
-0.736873,-1.84315,1.44497
-0.736872,-1.84315,1.54818
-0.736872,-1.74075,1.54818
-0.842139,-1.74075,1.54818
-0.842139,-1.74075,1.44497
0.736872,-1.84315,-1.54818
0.736872,-1.74075,-1.54818
0.842139,-1.74075,-1.54818
0.842139,-1.84315,-1.44496
0.736873,-1.84315,-1.44497
0.842139,-1.74075,-1.44497
0.842139,-1.84315,1.44497
0.842139,-1.74075,1.44497
0.842139,-1.74075,1.54818
0.736869,-1.84315,1.54818
0.736874,-1.84315,1.44496
0.73687,-1.74075,1.54818
0.842139,1.74075,-1.54818
0.73687,1.74075,-1.54818
0.736869,1.84315,-1.54818
0.842139,1.84315,-1.44497
0.842139,1.74075,-1.44497
0.736873,1.84315,-1.44496
0.842139,1.84315,1.44496
0.736873,1.84315,1.44497
0.736872,1.84315,1.54818
0.842139,1.74075,1.54818
0.842139,1.74075,1.44497
0.736872,1.74075,1.54818
-0.736872,1.84315,-1.54818
-0.736872,1.74075,-1.54818
-0.842139,1.74075,-1.54818
-0.842139,1.84315,-1.44496
-0.736873,1.84315,-1.44497
-0.842139,1.74075,-1.44497
-0.842139,1.84315,1.44497
-0.842139,1.74075,1.44497
-0.842139,1.74075,1.54818
-0.736869,1.84315,1.54818
-0.736874,1.84315,1.44496
-0.73687,1.74075,1.54818
-0.631606,1.74075,1.54818
-0.631607,1.84315,1.54818
-0.842139,1.63835,1.54818
-0.736871,1.63835,1.54818
-0.631605,1.63835,1.54818
-0.526338,1.63835,1.54818
-0.526338,1.74075,1.54818
-0.736871,1.53595,1.54818
-0.631605,1.53595,1.54818
-0.526337,1.53595,1.54818
-0.42107,1.53595,1.54818
-0.42107,1.63835,1.54818
-0.631604,1.43355,1.54818
-0.526337,1.43355,1.54818
-0.421069,1.43356,1.54818
-0.315802,1.43356,1.54818
-0.315802,1.53595,1.54818
-0.526337,1.33116,1.54818
-0.421069,1.33116,1.54818
-0.315802,1.33116,1.54818
-0.210534,1.33116,1.54818
-0.210534,1.43356,1.54818
-0.315802,1.22876,1.54818
-0.210534,1.22876,1.54818
-0.105267,1.22876,1.54818
-0.105267,1.33116,1.54818
-0.315802,1.12636,1.54818
-0.210534,1.12636,1.54818
-0.105267,1.12636,1.54818
6.04666e-08,1.12637,1.54818
2.9399e-07,1.22876,1.54818
-0.105267,1.02397,1.54818
7.90366e-09,1.02397,1.54818
0.105267,1.02397,1.54818
0.105267,1.12637,1.54818
-0.105267,0.92157,1.54818
1.1949e-09,0.921571,1.54818
0.105267,0.921572,1.54818
0.210534,0.921574,1.54818
0.210534,1.02397,1.54818
1.18445e-09,0.819174,1.54818
0.105267,0.819175,1.54818
0.210534,0.819177,1.54818
0.315801,0.819178,1.54818
0.315801,0.921575,1.54818
0.105267,0.716778,1.54818
0.210534,0.71678,1.54818
0.315802,0.716781,1.54818
0.421069,0.716783,1.54818
0.421069,0.819179,1.54818
0.210534,0.614383,1.54818
0.315802,0.614384,1.54818
0.421069,0.614386,1.54818
0.526336,0.614387,1.54818
0.526336,0.716784,1.54818
0.315802,0.511988,1.54818
0.421069,0.511989,1.54818
0.526336,0.51199,1.54818
0.631604,0.511992,1.54818
0.631604,0.614388,1.54818
0.421069,0.409592,1.54818
0.526336,0.409594,1.54818
0.631604,0.409595,1.54818
0.736871,0.409597,1.54818
0.736871,0.511993,1.54818
0.526337,0.307197,1.54818
0.631604,0.307198,1.54818
0.736871,0.3072,1.54818
0.842139,0.307201,1.54818
0.842139,0.409598,1.54818
0.631604,0.204802,1.54818
0.736871,0.204803,1.54818
0.842139,0.204805,1.54818
0.842139,0.204806,1.44496
0.842139,0.307203,1.44496
0.736871,0.102407,1.54818
0.842139,0.102408,1.54818
0.842139,0.102409,1.44496
0.842139,0.10241,1.34175
0.842139,0.204807,1.34175
0.842139,1.12856e-05,1.54818
0.842139,1.2568e-05,1.44496
0.842139,1.37634e-05,1.34175
0.842139,1.4837e-05,1.23854
0.842139,0.102411,1.23854
0.842139,-0.102384,1.44496
0.842139,-0.102382,1.34175
0.842139,-0.102381,1.23854
0.842139,-0.10238,1.13532
0.842139,1.58142e-05,1.13532
0.842139,-0.204779,1.34175
0.842139,-0.204777,1.23854
0.842139,-0.204776,1.13532
0.842139,-0.204775,1.03211
0.842139,-0.102379,1.03211
0.842139,-0.307173,1.23854
0.842139,-0.307172,1.13532
0.842139,-0.307171,1.03211
0.842139,-0.30717,0.928895
0.842139,-0.204775,0.928895
0.842139,-0.409568,1.13532
0.842139,-0.409566,1.03211
0.842139,-0.409565,0.928895
0.842139,-0.409564,0.82568
0.842139,-0.307169,0.82568
0.842139,-0.511961,1.03211
0.842139,-0.51196,0.928894
0.842139,-0.511959,0.825679
0.842139,-0.511961,0.722466
0.842139,-0.409565,0.722466
0.842139,-0.614354,0.928894
0.842139,-0.614354,0.82568
0.842139,-0.614357,0.722468
0.842139,-0.614361,0.619256
0.842139,-0.511964,0.619254
